no,tanggal_produksi,jam_produksi,nama_sampel,jenis_sampel,t10,t15,t20,t25,t30,t35,t40,t45,t50,t55,t60,t65
608,2025-12-01,11,HPKST - AFTER FILTER BATCH 29,HPKST,96.53513,95.99094,95.06,89.72,49.03,0.91,0,,,,,
609,2025-12-03,1,HPKST - AFTER FILTER BATCH 1,HPKST,96.68954,96.15236,94.39,90.89,62.86,2.5,0,,,,,
610,2025-12-03,2,HPKST - AFTER FILTER BATCH 2,HPKST,96.49786,95.75281,94.95,90.64,61.57,1.52,0,,,,,
611,2025-12-03,4,HPKST - AFTER FILTER BATCH 3,HPKST,96.45112,95.71744,94.86,91.11,60.71,2.02,0,,,,,
612,2025-12-03,6,HPKST - AFTER FILTER BATCH 4,HPKST,96.48083,95.98718,94.97,91.64,59.63,1.69,0,,,,,
613,2025-12-03,8,HPKST - AFTER FILTER BATCH 5,HPKST,96.31586,96.14415,94.85,91.22,67.43,2.42,0,,,,,
614,2025-12-03,10,HPKST - AFTER FILTER BATCH 6,HPKST,96.54565,95.80689,94.72,90.95,66.82,2.75,0,,,,,
615,2025-12-03,12,HPKST - AFTER FILTER BATCH 7,HPKST,96.72004,95.86269,94.75,91.47,65.53,1,0,,,,,
616,2025-12-03,14,HPKST - AFTER FILTER BATCH 8,HPKST,96.49101,95.88962,94.43,90.94,68.36,3.28,0,,,,,
617,2025-12-03,17,HPKST - AFTER FILTER BATCH 9,HPKST,96.46508,95.95822,94.67,90.34,59.39,1.85,0,,,,,
618,2025-12-03,18,HPKST - AFTER FILTER BATCH 10,HPKST,96.27905,96.2243,94.55,90.41,60.6,2.59,0,,,,,
619,2025-12-03,20,HPKST - AFTER FILTER BATCH 11,HPKST,96.44333,96.15306,94.13,90.37,59.18,2.39,0,,,,,
620,2025-12-03,23,HPKST - AFTER FILTER BATCH 12,HPKST,96.83133,95.64894,95.02,91.17,59.91,2.36,0,,,,,
621,2025-12-04,1,HPKST - AFTER FILTER BATCH 13,HPKST,96.82333,95.99982,94.65,90.98,66.93,2.46,0,,,,,
622,2025-12-04,4,HPKST - AFTER FILTER BATCH 14,HPKST,96.25133,95.90386,95.01,91.19,65.56,2.21,0,,,,,
623,2025-12-04,6,HPKST - AFTER FILTER BATCH 15,HPKST,96.35569,95.78648,94.87,91.62,66.51,2.97,0,,,,,
624,2025-12-04,9,HPKST - AFTER FILTER BATCH 16,HPKST,96.62643,95.83909,95.03,90.23,58.71,2.24,0,,,,,
625,2025-12-04,11,HPKST - AFTER FILTER BATCH 17,HPKST,96.49297,95.71344,95.15,90.43,60.11,1.66,0,,,,,
626,2025-12-04,14,HPKST - AFTER FILTER BATCH 18,HPKST,96.25788,95.60368,95.18,90.17,57.73,2.66,0,,,,,
627,2025-12-04,17,HPKST - AFTER FILTER BATCH 19,HPKST,96.4139,96.08336,94.89,90.26,60.81,1.32,0,,,,,
628,2025-12-04,18,HPKST - AFTER FILTER BATCH 20,HPKST,96.36162,95.84757,94.83,89.61,59.98,1.46,0,,,,,
629,2025-12-04,21,HPKST - AFTER FILTER BATCH 21,HPKST,96.37559,95.71416,94.7,90.29,58.48,1.46,0,,,,,
630,2025-12-04,23,HPKST - AFTER FILTER BATCH 22,HPKST,96.41392,95.69202,94.84,92.06,59.14,1.25,0,,,,,
631,2025-12-05,2,HPKST - AFTER FILTER BATCH 23,HPKST,96.68242,95.85129,95.27,91.11,57.2,1.81,0,,,,,
632,2025-12-05,5,HPKST - AFTER FILTER BATCH 24,HPKST,96.79,96.03123,95.21,90.25,57.83,1.18,0,,,,,
633,2025-12-05,8,HPKST - AFTER FILTER BATCH 25,HPKST,96.45283,96.19979,95.46,90.92,56.57,1.79,0,,,,,
634,2025-12-05,9,HPKST - AFTER FILTER BATCH 26,HPKST,96.83281,95.98497,94.31,89.84,56.12,1.06,0,,,,,
635,2025-12-05,12,HPKST - AFTER FILTER BATCH 27,HPKST,96.78842,96.03265,94.23,89.71,57.96,1.07,0,,,,,
636,2025-12-05,15,HPKST - AFTER FILTER BATCH 28,HPKST,96.59478,95.58898,94.65,90.63,57.64,1.13,0,,,,,
637,2025-12-05,19,HPKST - AFTER FILTER BATCH 29,HPKST,96.68411,95.87441,95.16,91,57.49,1.01,0,,,,,
638,2026-02-19,1,HPKST - AFTER FILTER BATCH 1,HPKST,96.97,96.45,94.83,88.11,54.53,1.81,0,,,,,
639,2026-02-19,3,HPKST - AFTER FILTER BATCH 2,HPKST,96.77,96.3,94.63,88.84,54,1.27,0,,,,,
640,2026-02-19,5,HPKST - AFTER FILTER BATCH 3,HPKST,96.83,96.33,94.79,88.14,53.49,1.07,0,,,,,
641,2026-02-19,8,HPKST - AFTER FILTER BATCH 4,HPKST,97.08,96.37,94.82,87.97,53.9,1.41,0,,,,,
642,2026-02-19,11,HPKST - AFTER FILTER BATCH 5,HPKST,97.15,96.58,94.57,88.7,54.37,1.51,0,,,,,
643,2026-02-19,14,HPKST - AFTER FILTER BATCH 6,HPKST,96.8,96.49,94.52,88.8,54.7,1.47,0,,,,,
644,2026-02-19,22,HPKST - AFTER FILTER BATCH 10,HPKST,96.93,96.54,94.7,88.74,54.31,1.18,0,,,,,
645,2026-02-20,8,HPKST - AFTER FILTER BATCH 15,HPKST,97,96.51,95.47,90.48,55.84,2.36,0,,,,,
646,2025-08-11,FRAKSI 3,OLEIN IV 57 P3,OLEIN IV 57,27.1,12.99,2.66,0,,,,,,,,
647,2025-08-18,FRAKSI 3,OLEIN B2P3,OLEIN IV 57,26.21,10.34,1.39,0,,,,,,,,
648,2025-08-25,FRAKSI 3,OLEIN B1P3,OLEIN IV 57,31.01,12.87,2.31,0,,,,,,,,
649,2025-08-07,FRAKSI 3,OLEIN B2 P3,OLEIN IV 57,29.91,16.22,4.53,0,,,,,,,,
650,2025-08-18,FRAKSI 3,OLEIN B1P3,OLEIN IV 57,26.68,11.14,1.49,0,,,,,,,,
