no,tanggal_produksi,jam_produksi,nama_sampel,jenis_sampel,t10,t15,t20,t25,t30,t35,t40,t45,t50,t55,t60,t65
421,2026-01-15,13,HPKO - AFTER FILTER BATCH 9,HPKO,95.52,90.58,85.16,67.11,32.75,11.91,4.48,1.22,0,0,0,0
422,2026-01-15,19.15,HPKO - AFTER FILTER BATCH 10,HPKO,94.72,91.04,85.37,67.55,33.4,11.59,4.95,1.64,0,0,0,0
423,2026-01-15,18,HPKO - AFTER FILTER BATCH 11,HPKO,95.21,90.57,85.23,68.19,38.53,11.65,5.07,1.71,0,0,0,0
424,2026-01-15,21.25,HPKO - AFTER FILTER BATCH 12,HPKO,94.98,91.69,84.97,67.61,34.57,12.94,5.2,1.35,0,0,0,0
425,2026-01-15,22,HPKO - AFTER FILTER BATCH 13,HPKO,94.76,91.49,85.62,67.19,34.04,13.24,5.8,0.71,0,0,0,0
426,2026-01-16,1.15,HPKO - AFTER FILTER BATCH 14,HPKO,95.13,90.95,84.47,65.82,33.8,11.23,4.45,0.46,0,0,0,0
427,2026-01-16,2,HPKO - AFTER FILTER BATCH 15,HPKO,95.24,91.94,85.41,65.75,35.92,13.05,5.61,0.68,0,0,0,0
428,2026-01-16,8,HPKO - AFTER FILTER BATCH 17,HPKO,94.3,90.96,85.73,69.49,33.92,10.04,5.3,0.86,0,0,0,0
429,2026-01-16,9,HPKO - AFTER FILTER BATCH 18,HPKO,94.3,90.64,85.32,71.19,35.38,11.54,4.87,1.19,0,0,0,0
430,2026-01-16,12,HPKO - AFTER FILTER BATCH 19,HPKO,94.81,91.22,85.35,71.18,33.56,11.75,4.75,0.47,0,0,0,0
431,2026-01-16,15,HPKO - AFTER FILTER BATCH 20,HPKO,94.6,90.88,84.57,70.41,36.04,11.19,4.92,0.87,0,0,0,0
432,2026-01-21,18,HPKO - AFTER FILTER BATCH 1,HPKO,93.83,90.89,85.61,68.31,38.29,16.26,7.82,1.08,0,0,0,0
433,2026-01-21,18,HPKO - AFTER FILTER BATCH 2,HPKO,94.49,90.85,83.96,69.72,39.68,14.54,5.3,0.57,0,0,0,0
434,2026-01-21,21,HPKO - AFTER FILTER BATCH 3,HPKO,94.88,91.38,85.96,68.37,34.92,11.96,5.18,0.48,0.58,0,0,0
435,2026-01-21,23,HPKO - AFTER FILTER BATCH 4,HPKO,94.83,91.14,84.32,68.9,34.31,11.58,5.88,0.82,0.35,0,0,0
436,2026-01-22,1,HPKO - AFTER FILTER BATCH 5,HPKO,94.43,91.17,84.88,68.83,35.19,11.85,3.73,0.64,0.05,0,0,0
437,2026-01-22,3,HPKO - AFTER FILTER BATCH 6,HPKO,94.09,91.36,85.6,68.98,35.67,12.11,5.56,0,0.16,0,0,0
438,2026-01-22,6,HPKO - AFTER FILTER BATCH 7,HPKO,94.48,91.31,85.95,68.73,35.67,11.54,5.41,0.25,0.18,0,0,0
439,2026-01-22,7,HPKO - AFTER FILTER BATCH 8,HPKO,94.56,91.33,84.83,68.78,34.79,11.42,4.81,0.68,0.31,0,0,0
440,2026-01-22,9,HPKO - AFTER FILTER BATCH 9,HPKO,94.32,91.35,84.87,68.93,35.58,12.38,4.28,0.23,0.23,0,0,0
441,2026-01-22,13,HPKO - AFTER FILTER BATCH 10,HPKO,93.48,91.34,84.93,68.8,37.02,12.12,4.88,1.48,0.06,0,0,0
442,2026-01-22,14,HPKO - AFTER FILTER BATCH 11,HPKO,93.5,91.41,86.13,68.69,36.35,13.02,5.3,1.5,0,0,0,0
443,2026-01-22,17,HPKO - AFTER FILTER BATCH 12,HPKO,93.88,91.99,87.12,69.48,36.86,12.65,5.33,0.43,0.26,0,0,0
444,2026-01-22,19,HPKO - AFTER FILTER BATCH 13,HPKO,94.14,91.39,86.03,68.28,35.4,11.3,4.51,0.48,0.05,0,0,0
445,2026-01-22,21,HPKO - AFTER FILTER BATCH 14,HPKO,93.9,91.1,85.81,69.33,36.53,12.96,4.44,0.97,0,0,0,0
446,2026-01-22,23,HPKO - AFTER FILTER BATCH 15,HPKO,94.75,92.78,86.95,64.75,33.76,12.39,5.04,1.03,0,0,0,0
447,2026-01-23,1,HPKO - AFTER FILTER BATCH 16,HPKO,94.4,92.74,86,65.01,33.54,11.46,4.62,1,0,0,0,0
448,2026-01-23,4,HPKO - AFTER FILTER BATCH 17,HPKO,94.64,92.16,86.53,66.01,34.55,12.19,5.78,1.06,0,0,0,0
449,2026-01-23,6,HPKO - AFTER FILTER BATCH 18,HPKO,94.5,91.63,83.97,63.46,32.45,10.99,5.49,1.45,0,0,0,0
450,2026-02-02,14,HPKO - AFTER FILTER BATCH 1,HPKO,95.87,92.76,87.03,68.53,33.32,13.61,4.43,2.69,0,0,0,0
451,2026-02-02,15,HPKO - AFTER FILTER BATCH 2,HPKO,95.55,92.14,86.83,69.15,34.69,12.23,6.13,1.25,0,0,0,0
452,2026-02-02,19,HPKO - AFTER FILTER BATCH 3,HPKO,95.48,92.96,86.68,69.64,35.65,12.31,5.18,1.5,0.43,0,0,0
453,2026-02-02,21,HPKO - AFTER FILTER BATCH 4,HPKO,95.49,93.01,86.67,69.68,34.74,13.27,4.83,1.83,0.19,0,0,0
454,2026-02-03,0,HPKO - AFTER FILTER BATCH 5,HPKO,95.55,92.63,86.52,68.81,34.18,12.29,5.71,0.56,0.49,0,0,0
455,2026-02-03,3,HPKO - AFTER FILTER BATCH 6,HPKO,95.49,93.3,86.42,68.45,34.97,13.6,5.07,0.98,0,0,0,0
456,2026-02-03,5,HPKO - AFTER FILTER BATCH 7,HPKO,95.52,93.52,87.65,68.99,35.41,13.27,5.27,0.59,0.32,0,0,0
457,2026-02-03,7,HPKO - AFTER FILTER BATCH 8,HPKO,95.33,93.14,88.48,69.76,35.7,13.02,7.12,2.07,0,0,0,0
458,2026-02-03,10,HPKO - AFTER FILTER BATCH 9,HPKO,95.38,93.32,71.39,69.87,37.13,12.56,5.18,1.01,0,0,0,0
459,2026-02-03,13,HPKO - AFTER FILTER BATCH 10,HPKO,95.71,92.91,88.21,68.49,37.58,12.34,4.19,0.53,0,0,0,0
460,2026-02-03,14,HPKO - AFTER FILTER BATCH 11,HPKO,95.4,93.42,88.14,69.19,37.33,13.18,2.04,0,0,0,0,0
461,2026-02-03,17,HPKO - AFTER FILTER BATCH 12,HPKO,95.56,93.65,87.06,68.3,36.17,12.24,6.22,1.09,0,0,0,0
462,2026-02-03,19,HPKO - AFTER FILTER BATCH 13,HPKO,95.55,93.44,87.24,69.5,35.94,12.11,5.44,1.11,0,0,0,0
463,2026-02-03,21,HPKO - AFTER FILTER BATCH 14,HPKO,95.17,92.95,87.16,68.31,35.1,13.11,4.83,1.72,0,0,0,0
464,2026-02-03,22,HPKO - AFTER FILTER BATCH 15,HPKO,95.42,93.6,86.87,68.24,34.03,12.59,5.47,1.67,0,0,0,0
465,2026-02-04,1,HPKO - AFTER FILTER BATCH 16,HPKO,95.32,92.63,87.32,69.2,28.87,12.26,3.53,1.39,0,0,0,0
466,2026-02-04,3,HPKO - AFTER FILTER BATCH 17,HPKO,95.12,92.78,87.27,65.5,35.64,12.48,4.85,0.37,0,0,0,0
467,2026-02-04,6,HPKO - AFTER FILTER BATCH 18,HPKO,95.09,93.91,87.62,67.71,33.74,11.86,5.27,1.25,0,0,0,0
468,2026-02-04,9,HPKO - AFTER FILTER BATCH 20,HPKO,95.26,93.39,87.45,69.26,37.89,12.35,4.54,0.51,0.1,0,0,0
469,2026-02-04,10,HPKO - AFTER FILTER BATCH 21,HPKO,95.88,93.45,88.66,71.09,37.69,12.77,5.13,1.33,0,0,0,0
470,2026-02-04,14,HPKO - AFTER FILTER BATCH 22,HPKO,95.86,93.32,88.44,70.46,37.86,13.11,5.49,1.48,0.45,0,0,0
471,2026-02-04,17,HPKO - AFTER FILTER BATCH 23,HPKO,95.43,93.62,88.26,68.94,36.41,13.67,6.22,0,0,0,0,0
472,2026-02-04,19,HPKO - AFTER FILTER BATCH 24,HPKO,95.25,93.05,87.47,69.25,37.16,14.1,6.04,0.54,0,0,0,0
473,2026-02-04,22,HPKO - AFTER FILTER BATCH 25,HPKO,95.41,92.42,87.82,69.38,37.7,12.79,6.1,0.68,0.12,0,0,0
474,2026-02-05,0,HPKO - AFTER FILTER BATCH 26,HPKO,95.15,91.08,84.4,67.62,35.81,12.11,5.26,0.29,0,0,0,0
475,2026-02-05,2,HPKO - AFTER FILTER BATCH 27,HPKO,93.18,93.34,87.67,68.55,36.1,11.73,4.96,0.78,0,0,0,0
476,2026-02-05,4,HPKO - AFTER FILTER BATCH 28,HPKO,95.18,92.87,87.28,68.96,36.25,12.39,4.86,0,0,0,0,0
477,2026-02-05,6,HPKO - AFTER FILTER BATCH 29,HPKO,95.31,93.25,87.18,69.12,36.44,12.07,4.78,0.36,0,0,0,0
478,2026-02-05,8,HPKO - AFTER FILTER BATCH 30,HPKO,94.01,91.03,84.28,67.83,33.77,11.08,3.96,1.17,0.46,0,0,0
479,2026-02-05,10,HPKO - AFTER FILTER BATCH 31,HPKO,94.23,91.34,84.41,68.26,33.72,12.47,5.69,0.57,0,0,0,0
480,2026-02-05,12,HPKO - AFTER FILTER BATCH 32,HPKO,94.25,91.31,84.42,68.66,34.44,11.11,5.61,0.9,0.09,0,0,0
481,2026-02-05,14,HPKO - AFTER FILTER BATCH 33,HPKO,94.37,90.95,84.76,68.98,35.06,11.39,5.58,0.85,0.19,0,0,0
482,2026-02-05,17,HPKO - AFTER FILTER BATCH 34,HPKO,95.06,92.57,86.99,68.81,35.25,12.77,5.17,0.45,0,0,0,0
483,2026-02-05,21,HPKO - AFTER FILTER BATCH 35,HPKO,95.05,91.09,85.76,69,36.38,12.16,5.13,0.32,0,0,0,0
484,2026-02-05,22,HPKO - AFTER FILTER BATCH 36,HPKO,93.97,92.38,86.53,68.09,36.41,12.26,4.62,0.42,0.01,0,0,0
485,2026-02-06,1,HPKO - AFTER FILTER BATCH 37,HPKO,94.17,91.6,85.72,69.12,36.04,12.65,5.51,0.41,0,0,0,0
486,2026-02-06,2,HPKO - AFTER FILTER BATCH 38,HPKO,94.52,91.78,85.96,69.48,35.01,12.04,5.54,1.9,0.02,0,0,0
487,2026-02-06,4,HPKO - AFTER FILTER BATCH 39,HPKO,94.35,91.43,85.99,69.66,35.72,11.98,5.72,0.81,0.34,0,0,0
488,2026-02-06,6,HPKO - AFTER FILTER BATCH 40,HPKO,94.62,91.98,85.53,69.46,35.5,12.55,4.85,0.37,0,0,0,0
489,2026-02-06,8,HPKO - AFTER FILTER BATCH 41,HPKO,94.25,90.96,85.42,68.83,34.76,11.64,4.57,0.84,0.07,0,0,0
490,2026-02-06,11,HPKO - AFTER FILTER BATCH 42,HPKO,94.3,91.24,85.21,68.85,34.4,11.67,5.79,1.25,0.34,0,0,0
491,2026-02-06,13,HPKO - AFTER FILTER BATCH 43,HPKO,94.47,91.18,85.16,69.9,34.8,11.38,5.72,0.74,0,0,0,0
492,2026-02-06,15,HPKO - AFTER FILTER BATCH 44,HPKO,94.54,91.22,84.76,70.75,34.78,12.27,5.29,1.02,0.26,0,0,0
493,2026-02-06,18,HPKO - AFTER FILTER BATCH 45,HPKO,94.52,91.18,86.27,69.28,34.26,12.86,5.81,0.32,0.4,0,0,0
494,2026-02-06,20,HPKO - AFTER FILTER BATCH 46,HPKO,94.19,91.24,86.6,70.16,34.73,12.27,4.9,1.23,0,0,0,0
495,2026-02-06,22,HPKO - AFTER FILTER BATCH 47,HPKO,92.56,90.27,84.09,69.94,34.97,13.2,6.07,1.61,0.2,0,0,0
496,2026-02-07,23,HPKO - AFTER FILTER BATCH 48,HPKO,93.84,89.82,84.1,70.05,34.05,13.15,5.3,1.15,0,0,0,0
497,2026-02-07,1,HPKO - AFTER FILTER BATCH 49,HPKO,93.5,89.87,84.51,70.17,34.76,12.46,5.72,1.91,0.38,0,0,0
498,2026-02-07,3,HPKO - AFTER FILTER BATCH 50,HPKO,92.07,89.29,83.74,70.08,34.56,13.56,5.16,1.12,0,0,0,0
499,2026-02-09,13,HPKO - AFTER FILTER BATCH 1,HPKO,94.74,91.79,86.61,69.21,33.25,10.82,4.06,1.12,0,0,0,0
500,2026-02-09,13,HPKO - AFTER FILTER BATCH 2,HPKO,94.52,92.01,87.39,70.02,34.07,11.06,5.1,1.07,0,0,0,0
501,2026-02-09,16,HPKO - AFTER FILTER BATCH 3,HPKO,94.71,92.23,86.96,67.96,34.51,10.5,5.44,1.77,0.19,0,0,0
502,2026-02-09,19,HPKO - AFTER FILTER BATCH 4,HPKO,95.08,92,86.51,68.31,34.41,11.27,4,0.9,0.08,0,0,0
503,2026-02-09,21,HPKO - AFTER FILTER BATCH 5,HPKO,94.78,91.84,85.99,67.95,33.41,11.09,5.5,1.22,0.55,0,0,0
504,2026-02-09,23,HPKO - AFTER FILTER BATCH 6,HPKO,94.33,91.38,86.3,67.85,32.7,10.32,4.58,1.03,0,0,0,0
505,2026-02-10,2,HPKO - AFTER FILTER BATCH 7,HPKO,94.25,91.04,85.83,69.4,34.02,11.1,3.77,0.12,0.32,0,0,0
506,2026-02-10,3,HPKO - AFTER FILTER BATCH 8,HPKO,94.13,91.04,85.64,69.78,32.94,11.69,4.76,1.28,0,0,0,0
507,2026-02-10,6,HPKO - AFTER FILTER BATCH 9,HPKO,94.37,90.86,86.12,68.86,33.76,11.3,5.35,1.37,0,0,0,0
508,2026-02-10,8,HPKO - AFTER FILTER BATCH 10,HPKO,94.59,91.68,86.18,69.2,34.14,11.48,4.3,1.18,0.53,0,0,0
509,2026-02-10,11,HPKO - AFTER FILTER BATCH 11,HPKO,94.49,91.42,85.54,68.75,33.4,11.48,4.75,0.4,0.4,0,0,0
510,2026-02-10,13,HPKO - AFTER FILTER BATCH 12,HPKO,94.52,91.42,85.74,67.98,33.29,10.77,4.6,1.14,0.05,0,0,0
511,2026-02-10,14,HPKO - AFTER FILTER BATCH 13,HPKO,93.88,90.57,85.39,68.16,34.58,11.73,4.09,0.26,0,0,0,0
512,2026-02-10,16,HPKO - AFTER FILTER BATCH 14,HPKO,93.97,91.28,84.87,68.28,34.56,11.4,4.26,0.2,0,0,0,0
513,2026-02-10,19,HPKO - AFTER FILTER BATCH 15,HPKO,94.01,91.27,84.39,68.16,34.39,11.23,4.2,0.14,0,0,0,0
514,2026-02-10,21,HPKO - AFTER FILTER BATCH 16,HPKO,93.33,90.86,84.11,67.71,34.15,10.26,4.98,0.61,0,0,0,0
515,2026-02-11,0,HPKO - AFTER FILTER BATCH 17,HPKO,92.09,89.13,82.73,69.14,34.58,11.34,3.99,0.09,0,0,0,0
516,2026-02-11,4,HPKO - AFTER FILTER BATCH 18,HPKO,93.98,89.58,85.79,68.17,33.69,10.92,4.88,0.66,0,0,0,0
517,2026-02-11,5,HPKO - AFTER FILTER BATCH 19,HPKO,93.12,89.31,85.86,68.25,34.55,11.12,5.26,0.71,0,0,0,0
518,2026-02-11,6,HPKO - AFTER FILTER BATCH 20,HPKO,93.35,91.67,85.76,69.05,34.04,10.63,5.08,0.3,0,0,0,0
519,2026-02-13,5,HPKO - AFTER FILTER BATCH 1,HPKO,91.83,80.41,64.21,44.5,29.48,24.19,1.56,0,0,0,0,0
520,2026-02-13,6,HPKO - AFTER FILTER BATCH 2,HPKO,93.42,86.34,75.22,54.88,32,9.19,2.41,0,0,0,0,0
521,2026-02-13,8,HPKO - AFTER FILTER BATCH 3,HPKO,95,92.27,86.23,65.26,34.52,11.64,4.25,0,0,0,0,0
522,2026-02-13,10,HPKO - AFTER FILTER BATCH 4,HPKO,94.75,91.5,85.82,65.87,32.56,11.34,3.33,0,0,0,0,0
523,2026-02-13,12,HPKO - AFTER FILTER BATCH 5,HPKO,95.15,91.39,84.72,64.53,33.95,12.06,5.18,0,0,0,0,0
524,2026-02-13,15,HPKO - AFTER FILTER BATCH 6,HPKO,95.12,90.84,84.08,64.49,33.11,12.11,5.16,0,0,0,0,0
525,2026-02-13,19,HPKO - AFTER FILTER BATCH 7,HPKO,94.49,90.65,85.04,68.02,34.16,10.8,3.89,0.72,0,0,0,0
526,2026-02-13,19,HPKO - AFTER FILTER BATCH 8,HPKO,94.34,90.61,84.73,67.9,34.4,10.74,4.78,0,0,0,0,0
527,2026-02-13,22,HPKO - AFTER FILTER BATCH 9,HPKO,94.59,90.56,84.85,68.78,35.25,11.97,4.98,0.69,0,0,0,0
528,2026-02-13,23,HPKO - AFTER FILTER BATCH 10,HPKO,94.22,90.28,84.38,68.84,35.19,12.08,4.2,0.82,0,0,0,0
529,2026-02-14,4,HPKO - AFTER FILTER BATCH 11,HPKO,94.42,90.82,85.53,68.52,34.91,11.89,5.04,0.9,0,0,0,0
530,2026-02-14,5,HPKO - AFTER FILTER BATCH 12,HPKO,93.89,90.44,84.18,67.27,34.24,11.38,4.66,0.69,0,0,0,0
531,2026-02-14,5,HPKO - AFTER FILTER BATCH 13,HPKO,94.19,90.8,84.28,68.65,32.29,9.55,5.15,0,0,0,0,0
532,2026-02-14,9,HPKO - AFTER FILTER BATCH 14,HPKO,94.2,91.12,84.7,67.87,34.49,11.17,4.99,0.78,0,0,0,0
533,2026-02-14,12,HPKO - AFTER FILTER BATCH 15,HPKO,94.51,91.49,84.34,68.63,34.57,11.46,4.84,0.76,0,0,0,0
534,2026-02-14,15,HPKO - AFTER FILTER BATCH 16,HPKO,94.26,91.32,84.47,67.37,33.7,11.1,4.44,0,0,0,0,0
535,2026-02-14,17,HPKO - AFTER FILTER BATCH 17,HPKO,94.24,91.07,84.63,68.95,34.55,10.49,4.34,0.9,0,0,0,0
536,2026-02-14,20,HPKO - AFTER FILTER BATCH 18,HPKO,94.18,91.35,85.19,67.44,33.13,11.61,5.64,0.97,0,0,0,0
537,2026-02-15,1,HPKO - AFTER FILTER BATCH 20,HPKO,94.39,90.9,85.17,67.29,33.25,11.72,3.82,0.34,0,0,0,0
538,2026-02-15,3,HPKO - AFTER FILTER BATCH 21,HPKO,94.15,90.36,85.12,68.19,34.96,12.03,4.1,0.44,0,0,0,0
539,2026-02-15,4,HPKO - AFTER FILTER BATCH 22,HPKO,94.43,91.05,84.31,66.97,33.91,11.75,4.8,0,0,0,0,0
540,2026-02-15,10,HPKO - AFTER FILTER BATCH 23,HPKO,94.44,91.05,85.32,68.79,35.24,11.64,3.83,0,0,0,0,0
541,2026-02-15,13,HPKO - AFTER FILTER BATCH 24,HPKO,94.84,91.73,85.56,68.03,34.35,11.09,4.04,0.38,0,0,0,0
542,2026-02-15,17,HPKO - AFTER FILTER BATCH 25,HPKO,93.15,90.16,84.06,67.22,33.54,11.74,4.16,0.21,0,0,0,0
543,2026-02-15,19,HPKO - AFTER FILTER BATCH 26,HPKO,93.35,90.35,84.66,67.28,33.53,11.02,4.19,0.59,0,0,0,0
544,2026-02-15,20,HPKO - AFTER FILTER BATCH 27,HPKO,92.4,90.64,84.37,67.06,33.87,11.45,4.4,0.15,0,0,0,0
545,2026-02-15,22,HPKO - AFTER FILTER BATCH 28,HPKO,93.45,90.24,84.59,68.03,34.98,11.31,4.04,0.11,0,0,0,0
546,2026-02-16,1,HPKO - AFTER FILTER BATCH 29,HPKO,93.53,90.83,84.51,67.24,34.66,11.18,4.85,0.74,0,0,0,0
547,2026-02-16,4,HPKO - AFTER FILTER BATCH 30,HPKO,93.61,91.54,84.1,67.3,33.77,11.31,4.78,0,0,0,0,0
548,2026-02-20,18,HPKO - AFTER FILTER BATCH 1,HPKO,94.61,91.45,86.26,68.71,34.01,11.4,4.79,0.16,0,0,0,0
549,2026-02-20,19,HPKO - AFTER FILTER BATCH 2,HPKO,94.48,91.56,86.65,68.67,34.56,12.04,4.69,0.59,0,0,0,0
550,2026-02-21,2,HPKO - AFTER FILTER BATCH 3,HPKO,94.71,92.04,86.33,69.56,35.34,12.05,4.47,0.91,0,0,0,0
551,2026-02-21,6,HPKO - AFTER FILTER BATCH 4,HPKO,94.91,91.87,86.11,68.1,36.11,11.52,4.34,0,0,0,0,0
552,2026-01-16,COMP,PO PLANT 2,RBDPO,51.12,38.56,24.6,15.55,8.44,6,2.79,0,0,0,0,0
553,2026-01-16,COMP,PO PLANT 3,RBDPO,49.64,35.72,22.96,13.76,7.92,5.9,2.63,0,0,0,0,0
554,2026-01-17,COMP,PO PLANT 2,RBDPO,52.47,37.5,24.26,14.36,8.49,5.61,3.32,0,0,0,0,0
555,2026-01-17,COMP,PO PLANT 3,RBDPO,50.07,36.45,24.36,14.66,8.06,5.52,3.1,0,0,0,0,0
556,2026-01-18,COMP,PO PLANT 2,RBDPO,50.87,36.53,23.73,13.39,8.1,5.27,3.41,0,0,0,0,0
557,2026-01-18,COMP,PO PLANT 3,RBDPO,49.06,34.78,21.46,12.27,8.58,6.08,2.95,0,0,0,0,0
558,2026-01-18,COMP,PO PLANT 2,RBDPO,50.64,34.41,20.88,13.73,8.22,5.09,3.13,0,0,0,0,0
559,2026-01-18,COMP,PO PLANT 3,RBDPO,53.25,36.83,23.99,15.53,9.94,6.3,3.32,0,0,0,0,0
560,-,-,RBDST T.302,RBDST IV 32,82.90164,78.97318,71.52576,64.4801,54.75303,45.45257,37.43125,31.26162,20.36936,8.50044,0.51648,0
561,-,-,RBDST 1 P2,RBDST IV 35,80.43982,73.18108,64.41095,51.73776,39.85278,29.65651,22.8974,15.57827,7.68608,0.00616,0,0
562,2026-01-08,10,HPST- AFTER FILTER BATCH 8,HPST,100,100,100,100,100,100,100,97.36,95.33,77.59,16.96,0
563,2026-01-08,14,HPST- AFTER FILTER BATCH 9,HPST,100,100,100,100,100,100,100,97.49,95.44,77.43,18.63,0
564,2026-01-08,17,HPST- AFTER FILTER BATCH 10,HPST,100,100,100,100,100,100,100,97.61,95.65,77.76,19.7,0
565,2026-01-20,13,HPST - AFTER FILTER BATCH 1,HPST,100,100,100,100,100,100,100,94.94,89.88,68.67,10,0
566,2026-01-20,14,HPST - AFTER FILTER BATCH 2,HPST,100,100,100,100,100,100,100,96.65,93.8,74.27,11.65,0
567,2026-01-20,18,HPST - AFTER FILTER BATCH 3,HPST,100,100,100,100,100,100,100,96.98,94.77,76.15,13.73,0
568,2026-01-20,21,HPST - AFTER FILTER BATCH 4,HPST,100,100,100,100,100,100,100,97.02,94.79,75.18,13.98,0
569,2026-01-20,23,HPST - AFTER FILTER BATCH 5,HPST,100,100,100,100,100,100,100,97.02,94.55,75.9,10.61,0
570,2026-01-21,1,HPST - AFTER FILTER BATCH 6,HPST,100,100,100,100,100,100,100,97.09,94.89,77.18,13.29,0
571,2026-01-21,4,HPST - AFTER FILTER BATCH 7,HPST,100,100,100,100,100,100,100,97.16,94.59,79.3,18.36,0
572,2026-01-21,6,HPST - AFTER FILTER BATCH 8,HPST,100,100,100,100,100,100,100,97.5,94.81,78.82,16.37,0
573,2026-01-21,9,HPST - AFTER FILTER BATCH 9,HPST,100,100,100,100,100,100,100,97.06,94.38,77.91,21.12,0
574,2026-01-21,10,HPST - AFTER FILTER BATCH 10,HPST,100,100,100,100,100,100,100,97.11,94.68,78.22,21.19,0
575,2026-04-25,0,N-CIE RBD OLEIN - BATCH 1,CIE OLEIN,51,39.13,27.08,17.22,11.88,6.85,3.97,0.87,0,0,0,0
576,2026-04-25,5,N-CIE RBD OLEIN - BATCH 1 (SAMPLING ULANG),CIE OLEIN,50.39,38.96,28.33,18.52,11.73,6.58,3.54,0,0,0,0,0
577,2026-04-25,1,N-CIE RBD OLEIN - BATCH 1 (SAMPLING ULANG),CIE OLEIN,50.8,39.07,27.5,17.65,11.83,6.76,3.83,0.58,0,0,0,0
578,2026-04-25,2,N-CIE RBD OLEIN - BATCH 1 (SAMPLING ULANG),CIE OLEIN,49.78,38.79,28.59,19.82,11.58,6.31,3.11,0,0,0,0,0
579,2026-04-25,16.5,N-CIE RBD OLEIN - BATCH 4,CIE OLEIN,49.88,38.43,27.24,17.88,10.29,5.95,2.99,0,0,0,0,0
580,2025-11-29,3,HPKST - AFTER FILTER BATCH 1,HPKST,96.42,96.25,94.37,85.61,45.62,1.78,0,,,,,
581,2025-11-29,3,HPKST - AFTER FILTER BATCH 2,HPKST,96.21,96.07,93.47,87.51,53.88,2.06,0,,,,,
582,2025-11-29,6,HPKST - AFTER FILTER BATCH 3,HPKST,96.56,95.89,92.43,88.38,55.32,2.62,0.23,,,,,
583,2025-11-29,8,HPKST - AFTER FILTER BATCH 4,HPKST,96.84,95.54,94.63,89.73,54.42,4.03,0,,,,,
584,2025-11-29,10,HPKST - AFTER FILTER BATCH 5,HPKST,96.33643,96.14592,94.11,89.44,62.18,1.75,0,,,,,
585,2025-11-29,12,HPKST - AFTER FILTER BATCH 6,HPKST,96.83775,96.02089,94.5,88.85,59.98,2.05,0,,,,,
586,2025-11-29,14,HPKST - AFTER FILTER BATCH 7,HPKST,96.28399,95.56389,94.46,89.07,57.63,2.16,0,,,,,
587,2025-11-29,16,HPKST - AFTER FILTER BATCH 8,HPKST,96.73781,95.83122,94.39,88.93,58.31,1.34,0,,,,,
588,2025-11-29,18,HPKST - AFTER FILTER BATCH 9,HPKST,96.36663,96.01705,94.08,89.59,60.55,1.73,0,,,,,
589,2025-11-29,21,HPKST - AFTER FILTER BATCH 10,HPKST,96.38879,95.92289,94.36,88.99,54.08,1.29,0,,,,,
590,2025-11-29,22,HPKST - AFTER FILTER BATCH 11,HPKST,96.67307,95.65846,94.18,88.97,56.83,1.61,0,,,,,
591,2025-11-29,23,HPKST - AFTER FILTER BATCH 12,HPKST,96.693,96.10611,94.48,89.75,57.3,2.86,0,,,,,
592,2025-11-29,5,HPKST - AFTER FILTER BATCH 13,HPKST,96.41375,96.10395,94.4,88.42,56.83,1.75,0,,,,,
593,2025-11-29,5,HPKST - AFTER FILTER BATCH 14,HPKST,96.265,96.11213,94.56,89.44,62.18,1.75,0,,,,,
594,2025-11-29,7,HPKST - AFTER FILTER BATCH 15,HPKST,96.8358,95.8593,94.64,88.85,59.98,2.05,0,,,,,
595,2025-11-30,9,HPKST - AFTER FILTER BATCH 16,HPKST,96.23023,95.78078,94.51,89.07,57.63,2.16,0,,,,,
596,2025-11-30,11,HPKST - AFTER FILTER BATCH 17,HPKST,96.56925,96.18231,93.96,88.93,58.31,1.34,0,,,,,
597,2025-11-30,12,HPKST - AFTER FILTER BATCH 18,HPKST,96.49607,95.70029,94.06,89.59,60.55,1.73,0,,,,,
598,2025-11-30,15,HPKST - AFTER FILTER BATCH 19,HPKST,96.75724,95.86875,94.12,88.99,54.08,1.29,0,,,,,
599,2025-11-30,16,HPKST - AFTER FILTER BATCH 20,HPKST,96.52118,96.0884,94.31,88.97,56.83,1.73,0,,,,,
600,2025-11-30,19,HPKST - AFTER FILTER BATCH 21,HPKST,96.68812,95.94189,94.31,88.29,56.91,1.76,0,,,,,
601,2025-11-30,21,HPKST - AFTER FILTER BATCH 22,HPKST,96.50457,95.76687,94.58,89.44,58.28,1.94,0,,,,,
602,2025-11-30,22,HPKST - AFTER FILTER BATCH 23,HPKST,96.42762,96.17529,94.95,89.21,59.41,1.33,0,,,,,
603,2025-12-01,0,HPKST - AFTER FILTER BATCH 24,HPKST,96.68912,95.88158,94.71,88.22,59.71,0.82,0,,,,,
604,2025-12-01,2,HPKST - AFTER FILTER BATCH 25,HPKST,96.68604,95.7864,95.2,89.19,58.81,0,0,,,,,
605,2025-12-01,3,HPKST - AFTER FILTER BATCH 26,HPKST,96.32901,95.77772,94.89,89.07,57.47,0.61,0,,,,,
606,2025-12-01,6,HPKST - AFTER FILTER BATCH 27,HPKST,96.51837,95.8308,94.4,89.25,59.93,2.42,0,,,,,
607,2025-12-01,9,HPKST - AFTER FILTER BATCH 28,HPKST,96.46855,95.76309,94.33,90.99,52,0.95,0,,,,,
